"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"116123",116123,0,0.648078205,28,1,0.028657114,3000,5,0,0,0,4
"97526",97526,1,0.9999999,41,0,0,2100,0,0,0,0,0
"34316",34316,0,0.980780511,43,0,0.275014515,5166,16,0,0,0,0
"148527",148527,0,0,62,0,266,0,7,0,0,0,0
"76638",76638,0,0.314501308,34,1,0.100233595,4708,8,0,0,1,2
"8324",8324,0,0.00166206,76,0,165,NA,15,0,1,0,0
"1257",1257,0,0.082238982,30,0,2065,NA,7,0,2,0,NA
"129866",129866,0,0.032217596,45,0,52,NA,2,0,0,0,2
"77342",77342,1,1.127602556,58,4,0.123418216,6400,6,0,0,1,0
"23897",23897,0,0.705227217,34,0,0.538955479,2335,4,0,0,0,0
"137467",137467,0,0.141051845,65,0,2354,NA,7,0,2,0,0
"51732",51732,0,0.695076328,57,1,0.386211104,4916,7,0,0,0,0
"27039",27039,0,0.248943768,52,0,0.211532889,3450,9,0,0,0,0
"144467",144467,0,0,63,0,1284,NA,7,0,1,0,0
"29624",29624,0,0.106583434,51,0,0.431284358,2000,10,0,1,0,2
"20859",20859,0,0.072568756,71,0,0.593169493,8666,21,0,3,0,0
"56981",56981,0,0.336628713,59,0,1.3061437,2880,12,0,2,0,0
"82225",82225,0,0.083721737,41,1,0.445724326,5121,15,0,1,0,3
"92418",92418,0,0.155307875,46,0,881,NA,6,0,1,0,0
"47876",47876,0,0.613965891,38,0,0.968350916,1800,7,0,1,0,2
"99159",99159,0,0.385542169,38,0,0.249730728,6498,3,0,1,0,0
"125187",125187,0,0.099821242,51,0,1855,NA,9,0,1,0,0
"57690",57690,0,0.344254638,39,1,0.200872506,20400,16,0,2,0,0
"144821",144821,0,0.9999999,34,1,469,NA,1,0,0,0,0
"78698",78698,0,0.039514854,63,0,36,NA,2,0,0,0,0
"114584",114584,0,0.881488573,56,0,4146,NA,27,0,0,0,0
"118980",118980,0,0.839990467,40,0,0.160845118,5868,9,0,0,0,1
"20154",20154,0,0.01882532,48,0,0.050096501,11916,18,0,0,0,1
"64083",64083,0,0.133775392,29,0,0.258802287,9968,6,0,2,0,0
"10060",10060,0,0,50,0,812,NA,5,0,1,0,0
"7704",7704,0,0.103955339,59,0,0.241543734,6710,17,0,2,0,1
"11380",11380,0,0.458525869,58,0,4362,NA,12,0,2,0,0
"107562",107562,0,0.145543364,77,0,316,NA,14,0,0,0,0
"86793",86793,0,0.034304817,72,0,0.068641618,6919,12,0,0,0,0
"31085",31085,0,0.856179647,47,0,0.50989802,5000,5,0,2,0,1
"102425",102425,0,0.9999999,35,0,0.060622175,3760,1,0,0,0,2
"137437",137437,1,0.9999999,31,0,134,NA,1,1,0,0,0
"106719",106719,0,0.116254314,42,0,0.33196614,11458,6,0,2,0,1
"58058",58058,0,0.001665258,43,0,0.448855114,10000,7,0,1,0,2
"53903",53903,0,0.031825036,51,0,0.187091576,11170,9,0,1,0,1
"120019",120019,0,0.837754966,47,0,0.124583611,1500,2,1,0,0,0
"75767",75767,0,0.32813523,63,0,703,NA,6,0,1,0,0
"26670",26670,0,0.007739698,61,0,1965,NA,7,0,2,0,0
"62796",62796,0,0.041687036,50,0,0.338073547,9000,13,0,2,0,0
"107082",107082,0,0.001818135,45,0,145,NA,10,0,0,0,3
"121670",121670,0,0.036569459,73,0,0.063436443,8275,10,0,0,0,1
"62758",62758,0,0.99640036,38,0,0.290263036,4333,4,0,0,0,3
"108820",108820,0,0.040629318,64,0,0.226701864,12500,10,0,2,0,1
"1523",1523,0,0.033498604,29,0,0.450358041,5166,7,0,2,0,0
"76265",76265,0,0.9999999,61,0,1904,NA,6,0,2,0,0
"54417",54417,0,0,75,0,0.026204565,2365,15,0,0,0,0
"67696",67696,0,0.51338883,60,0,0.804083992,5190,11,0,2,0,3
"93854",93854,0,0.192030641,39,0,0.636610784,2206,9,0,1,0,0
"129222",129222,0,0.9999999,68,0,0.012001549,2582,0,0,0,0,0
"123338",123338,0,0,49,0,0.501374222,6912,10,0,2,0,2
"75962",75962,0,0.222377762,34,0,0.145427286,3334,3,0,0,0,0
"138263",138263,1,1.065311563,52,1,1106,NA,8,1,0,2,0
"36617",36617,0,0.001694548,65,0,327,NA,8,0,0,0,0
"117700",117700,0,0.687624972,53,0,0.523224908,7900,7,0,2,0,0
"139445",139445,0,0,30,1,0.210591643,7250,11,0,1,0,2
"71880",71880,0,0.988870411,45,0,0.482409064,8384,12,0,2,0,1
"77891",77891,0,0.063144801,62,0,0.131815418,14800,8,0,1,0,1
"117473",117473,0,0.020173328,58,0,20,NA,2,0,0,0,0
"66416",66416,0,0,55,0,1230,NA,5,0,1,0,NA
"107956",107956,0,0.246476772,47,0,0.4705513,7962,10,0,1,0,1
"140103",140103,0,0,77,0,942,NA,8,0,1,0,0
"45676",45676,0,0.624330018,63,0,0.368500927,17790,8,0,2,0,0
"119783",119783,0,0.024879005,71,0,0.072778495,8518,5,0,0,0,0
"60980",60980,0,0.017935559,76,0,9,NA,5,0,0,0,NA
"83608",83608,0,0.035140849,35,0,0.640774258,3977,8,0,2,0,0
"97133",97133,0,0.804074745,50,0,0.347907225,3750,5,0,2,0,0
"44519",44519,0,0.958910585,54,0,0.641915442,6598,11,0,2,0,0
"123504",123504,0,0.139886011,57,0,0.072650522,4500,5,0,1,0,2
"18361",18361,0,0.25697233,60,0,2762,NA,16,0,1,0,0
"115645",115645,0,0.9999999,41,0,0.300666032,1050,2,0,0,0,1
"27614",27614,0,0.001899905,48,0,4201,NA,14,0,3,0,0
"109489",109489,0,0.593658725,53,0,0.41748366,9791,12,0,1,0,3
"126909",126909,0,0.035879587,45,0,0.571848657,5100,11,0,1,0,3
"79275",79275,0,0.085640638,29,0,0.038534996,8900,5,0,0,0,2
"55324",55324,0,0.073860279,44,0,1411,NA,6,0,1,0,0
"50055",50055,0,0.21339914,73,1,0.391867441,10500,23,0,3,0,0
"142392",142392,0,0,45,0,0.396408073,5400,6,0,2,0,3
"29486",29486,0,0.9999999,55,0,23,NA,0,1,0,0,0
"91577",91577,0,0.473956869,54,0,2990,NA,9,0,2,0,0
"114284",114284,0,0.608656834,56,0,3628,NA,8,0,2,0,3
"146616",146616,0,0.088662726,44,0,0.447922762,3417,8,0,2,0,2
"10990",10990,0,0.014518765,42,0,0.159140143,6000,3,0,1,0,0
"143846",143846,0,0.9999999,42,0,0.060838748,3385,1,0,0,0,0
"49498",49498,0,0.048666956,61,0,3045,NA,8,0,2,0,0
"97376",97376,0,0.072780816,28,0,0.713821545,4000,13,0,3,0,0
"103775",103775,0,0.486231072,65,0,3063,NA,11,0,1,0,1
"114673",114673,0,0.117225292,60,1,0.209751244,5024,7,0,1,0,0
"7953",7953,0,0.099649238,59,0,0.274326451,10800,8,0,1,0,0
"26722",26722,0,0.081648764,80,0,0.172557715,7666,11,0,1,0,1
"10029",10029,0,0.578484792,36,0,0.587937743,5139,14,0,3,0,1
"93248",93248,0,0.007420182,50,0,0.310248605,7883,10,0,1,0,3
"59499",59499,0,0.580268025,65,0,0.547738033,7603,14,0,3,0,0
"23962",23962,0,1.112299465,48,1,0.613412229,1520,6,1,0,1,0
"5626",5626,0,0.039878317,29,0,0.026086957,1494,3,0,0,0,0
"139247",139247,0,0.227848778,38,0,0.429388992,5940,12,0,1,0,3
"36935",36935,0,0.001184815,52,0,2607,NA,13,0,1,0,2
"138548",138548,0,0.118837917,69,0,0.879120879,1000,13,0,1,0,1
"122227",122227,0,0.9999999,48,0,1684,NA,1,0,1,1,0
"1003",1003,0,0.863213679,29,0,0.102670277,18836,4,0,1,0,2
"128683",128683,0,0.9999999,60,0,0.398148148,2375,2,0,1,0,0
"115250",115250,0,0.008791484,83,0,452,NA,7,0,1,0,NA
"28085",28085,0,0.245352914,52,2,0.257953922,7291,25,0,0,0,0
"65500",65500,0,0.954091816,24,0,0.147022074,2400,4,0,0,0,0
"64973",64973,0,0.484634358,31,0,0.140945009,6200,5,0,0,0,0
"66839",66839,0,0,42,0,0.613319334,6666,7,0,2,0,0
"77851",77851,0,0.813359332,38,0,1.011789925,1865,4,0,1,0,0
"66599",66599,0,0.071196404,56,0,1925,NA,4,0,1,0,NA
"123602",123602,0,0.020223789,63,0,0.005434783,6255,3,0,0,0,0
"110446",110446,0,0.318221195,40,0,0.263713394,6726,10,0,0,0,4
"140473",140473,0,0.894386001,32,1,0.655923605,3350,8,0,1,0,1
"142153",142153,0,0.037181754,61,0,0.277876106,8474,19,0,2,0,0
"46719",46719,0,0.024524494,51,0,1.089201878,1916,7,0,1,0,0
"35406",35406,0,0.30188214,57,0,0.184393224,3600,8,0,1,0,0
"93794",93794,0,0.205263579,27,0,0.307415407,4166,10,0,0,0,0
"58554",58554,0,0.652902749,42,0,0.389309063,7800,12,0,3,0,5
"38324",38324,0,0.015222826,59,0,0.003835672,9906,11,0,0,0,0
"42165",42165,0,0.111120858,67,0,0.257155838,2200,8,0,1,0,0
"121846",121846,0,0.985423518,51,0,3418,NA,9,0,1,0,3
"107777",107777,0,0.050884276,85,0,0.256709452,1713,17,0,1,0,0
"132104",132104,0,0.035924595,45,0,0.112088791,10000,4,0,0,0,3
"101061",101061,0,0.102465487,45,0,0.533719487,4833,10,0,1,0,2
"37031",37031,1,0.962025316,27,1,272,0,2,2,0,0,0
"6975",6975,0,0,30,0,0.466844385,3000,4,0,1,0,0
"14742",14742,0,0.007287472,67,0,7,NA,4,0,0,0,0
"22950",22950,0,0.97349049,38,1,0.346055359,8200,6,0,1,0,0
"57078",57078,0,0.10328913,66,0,0.463048911,2800,7,0,2,0,0
"138535",138535,0,0.142654779,49,0,1773,NA,12,0,1,0,3
"135173",135173,0,0.406865918,55,0,1672,NA,5,0,1,0,0
"45334",45334,0,0.172201986,52,0,1344,NA,6,0,1,0,0
"143700",143700,0,0.044834179,50,0,3232,NA,6,0,1,0,0
"14558",14558,0,0.013107754,49,0,0.299725023,12000,10,0,2,0,1
"87301",87301,0,0.880159787,40,0,0.054226475,1880,1,1,0,0,0
"36048",36048,0,0.9999999,34,0,0.02500414,6038,1,1,0,1,0
"119926",119926,0,0,72,0,0.354307557,3400,15,0,1,0,0
"141214",141214,0,0.0359976,66,0,0.024975025,1000,5,0,0,0,0
"6854",6854,0,0.9999999,59,0,0.00569886,3333,0,5,0,1,0
"121343",121343,0,0.021935949,40,0,387,NA,5,0,0,0,3
"130449",130449,0,0.009738877,36,0,0.281660313,7082,8,0,2,0,0
"85980",85980,0,0.181787788,49,0,0.225231402,8750,8,0,2,0,1
"11693",11693,0,0.557912754,53,0,0.861942089,6250,16,0,2,0,1
"78694",78694,0,0.301552671,41,0,0.530911139,7100,10,0,2,0,1
"8372",8372,0,0.415848131,42,0,0.253457757,12001,6,0,2,0,3
"59872",59872,0,0.033178588,47,0,2778,NA,10,0,1,0,0
"71426",71426,0,0.090427815,53,0,0.278196778,5833,6,0,1,0,0
"13661",13661,1,0.46525312,49,1,0.594604792,5300,10,1,1,0,3
"87330",87330,0,0.010745837,77,0,40,NA,11,0,0,0,0
"96835",96835,0,0.452473004,36,0,0.380368962,7100,4,0,2,0,0
"69466",69466,0,0.422661334,43,0,0.229954009,5000,4,0,0,0,1
"78328",78328,0,0.043998915,61,0,0.449258457,6000,24,0,3,0,2
"60252",60252,1,0.899010492,51,1,0.429801416,7200,12,0,1,0,0
"70257",70257,0,0.9999999,80,0,0.003198976,6251,1,0,0,0,0
"5495",5495,0,0.686204699,48,1,0.614950022,2300,8,1,0,2,1
"8945",8945,0,0.007096545,74,0,0.000571374,10500,3,0,0,0,0
"32890",32890,0,0.206933911,37,0,0.296289175,5200,11,0,1,0,0
"99219",99219,0,0.116054191,43,0,0.483175388,7280,17,0,2,0,2
"92340",92340,0,0.046363502,33,0,0.161270983,1667,4,0,0,0,0
"38144",38144,0,0.474840816,57,0,0.376157558,7666,10,0,2,0,2
"6565",6565,0,0.071116749,80,0,0.131073785,3333,4,0,1,0,0
"64120",64120,1,0.873127734,34,0,1.96310241,2655,11,0,0,0,2
"31582",31582,0,0.00490535,86,0,0.003959683,8333,8,0,0,0,1
"3240",3240,0,0.359602184,59,0,701,NA,5,0,0,0,0
"14795",14795,0,0.615084278,29,0,0.301806997,2600,8,0,0,0,0
"76261",76261,0,1.038212816,24,0,0.285714286,1000,3,0,0,0,0
"82564",82564,0,0,26,0,0.344974673,3750,4,0,2,2,0
"78309",78309,0,0.131676489,52,0,0.305205121,10700,14,0,2,0,1
"97742",97742,0,0.586283931,56,0,2495,NA,4,0,1,0,1
"48554",48554,0,0.00787831,63,0,3,NA,1,0,0,0,0
"51187",51187,0,0.071331069,65,0,0.255922251,4938,13,0,0,0,0
"58491",58491,0,0.009374885,62,0,0.362041159,15500,26,0,2,0,1
"60941",60941,0,0.001191648,35,0,0,NA,4,0,0,0,1
"18416",18416,0,0.708571788,39,3,0.214907441,8156,11,0,1,1,1
"4578",4578,0,0.017744083,67,0,0.054249065,3741,4,0,1,0,0
"18845",18845,0,0.057420303,62,0,0.006761261,10500,8,0,0,0,0
"72236",72236,0,0.037461587,83,0,34,NA,3,0,1,0,0
"30188",30188,0,0.410317936,41,0,0.025481019,3845,3,0,0,0,2
"12189",12189,0,0.047947603,42,0,0.00559888,5000,5,0,0,0,0
"27711",27711,0,0.159051273,28,0,899,0,6,0,1,0,0
"70009",70009,0,0.9999999,42,1,91,NA,0,0,0,0,0
"27763",27763,0,0.08328442,68,0,0.897120576,3333,24,0,2,0,0
"113428",113428,0,0.89394605,55,0,4015,NA,9,0,2,0,2
"101893",101893,0,0.020954664,37,0,0.116285188,3800,11,0,0,0,0
"18913",18913,0,0.752779809,45,0,0.27857266,5800,6,0,0,0,0
"112533",112533,1,0.382032525,74,2,1.268650947,2586,16,2,2,0,1
"53018",53018,0,0.679436002,46,2,2834,NA,15,0,1,0,0
"141574",141574,0,0.01011274,43,0,0.524781961,4700,11,0,1,0,0
"133838",133838,0,0,63,0,0.259640476,6897,3,0,1,0,0
"49442",49442,0,0.170965807,27,0,25,0,1,0,0,0,2
"114956",114956,0,0.731683017,37,0,0.22517321,5195,12,0,1,0,1
"41943",41943,1,0.980772189,43,3,0.69259767,5835,9,1,2,1,0
"126875",126875,0,0.009564329,72,0,0.088646967,4500,13,0,0,0,1
"32003",32003,0,0.073995067,43,0,0.512743628,2000,10,0,2,0,0
"84954",84954,0,0.001599968,81,0,331,NA,4,0,0,1,0
"21208",21208,0,0.088039626,53,0,0.211589472,4900,7,0,1,0,1
"11283",11283,0,0,52,0,1682,0,12,0,1,0,0
"100888",100888,0,0.804391218,25,0,0.074973224,2800,5,0,0,1,0
"49763",49763,0,0.01091124,66,0,0.371525695,5000,19,0,3,0,0
"32718",32718,0,0.034099148,73,0,0.006284816,7000,5,0,0,0,0
"79786",79786,0,0.033489518,62,0,0.226731921,11850,28,0,3,0,0
"34986",34986,0,0.450703286,42,0,0.32509639,11411,13,0,3,0,2
"129076",129076,0,0.171570391,36,3,0.170157068,4583,7,0,0,0,2
"40308",40308,1,0.022767217,54,0,0.009154421,4150,7,0,0,1,3
"93446",93446,0,0.085366213,76,0,0.23943662,2200,7,0,1,0,0
"51150",51150,0,0.010555383,75,0,0.370117793,1612,12,0,1,0,0
"30463",30463,1,0.239164591,61,1,10229,NA,20,0,5,1,0
"106948",106948,0,0,52,1,0.347127144,13000,7,0,1,0,1
"83164",83164,0,0.224123262,50,0,0.858727643,4416,12,0,4,0,2
"76272",76272,0,0.425861031,38,0,0.236271343,2166,4,0,0,1,0
"131596",131596,0,0.402301807,45,0,0.5339606,3400,9,0,3,0,1
"50477",50477,0,0.043419667,48,0,0.118888111,10000,10,0,1,0,0
"66584",66584,0,0.00032812,57,0,0.176847662,2651,5,0,0,0,0
"140282",140282,0,0.821913753,35,0,0.332134139,7782,10,0,1,0,0
"27170",27170,0,0,66,0,0,4166,5,0,0,0,1
"117178",117178,0,0.074159215,33,0,0.195225597,8000,8,0,0,0,0
"132306",132306,0,0,59,0,0.523492169,3000,8,0,2,0,1
"36906",36906,0,0.091911902,61,0,221,NA,9,0,0,0,1
"31897",31897,0,0.004858288,48,0,2338,NA,11,0,1,0,0
"69518",69518,0,0.9999999,73,0,0,NA,4,0,0,0,NA
"86930",86930,0,0.066059494,50,0,0.021645829,5358,2,0,1,0,0
"3855",3855,0,0.564553523,31,0,0.533081933,5833,12,0,2,0,1
"90925",90925,0,0.078489178,68,0,0.592001702,4700,13,0,2,0,0
"142123",142123,0,0,54,0,7016,NA,16,0,5,0,0
"103056",103056,0,0.033623108,57,0,0.065326075,9000,13,0,0,0,3
"93686",93686,0,0.00859828,83,0,0.000392234,5098,5,0,0,0,0
"72834",72834,0,0.023324417,69,0,1361,NA,5,0,2,0,0
"124185",124185,0,0.087227549,88,0,0.01617321,7666,12,0,0,0,0
"6623",6623,0,0.04739763,60,0,0.443198263,11055,6,0,4,0,2
"115829",115829,0,0.034735241,41,0,0.15681913,7192,10,0,0,0,0
"146245",146245,0,0.550448318,49,1,0.464325628,17000,12,0,5,0,0
"133330",133330,0,0.793567857,43,2,6784,0,14,0,3,0,1
"20159",20159,0,0.003856867,46,0,1746,NA,8,0,1,0,0
"83264",83264,0,0.9999999,34,1,0.273956496,1700,1,1,0,0,4
"149885",149885,0,0.80604511,51,0,0.36004761,5040,15,0,1,0,5
"90260",90260,0,0.928047968,29,0,50,NA,3,0,0,0,0
"80939",80939,0,0.360571556,53,0,0.546388038,5550,17,0,1,0,0
"82380",82380,0,0.024399187,44,0,0.309554447,12433,5,0,1,0,2
"47884",47884,0,0,48,0,0.244262668,4400,17,0,1,0,0
"26965",26965,0,0.89415248,50,0,0.108874959,3030,3,0,0,0,2
"3401",3401,1,0.9999999,45,0,0.357910522,4000,6,6,0,1,2
"134766",134766,0,0,49,0,0.592314902,3200,9,0,1,0,1
"74503",74503,0,0.9999999,34,1,0.382921044,2950,3,1,0,1,2
"55420",55420,0,0.999672775,38,4,0.165106791,8333,5,1,0,0,3
"50651",50651,0,0.023956225,53,0,0.193642648,14030,14,0,1,0,2
"32468",32468,0,0.144744831,67,0,0.041709755,2900,2,0,0,0,0
"113872",113872,0,0.031659367,60,0,0.170069855,7443,11,0,1,0,3
"117223",117223,0,0.01050183,54,0,0.640516844,4333,23,0,2,0,1
"114704",114704,1,0.612644579,55,0,0.263680832,6541,9,0,0,0,0
"85090",85090,0,0.293271952,48,1,0.929408482,3583,6,0,2,0,0
"108007",108007,0,0.004559201,34,1,1076,0,25,0,1,0,0
"111640",111640,0,0.597194285,31,0,0.454273411,13700,19,0,4,0,2
"10959",10959,0,0.00335473,64,0,0.033083645,8009,5,0,0,0,0
"894",894,0,0.799018271,30,0,1.298161471,1250,4,0,1,0,0
"79799",79799,0,0.093717341,56,0,0.245927248,4480,12,0,1,0,0
"114450",114450,0,0.24399389,61,1,1.950819672,2500,9,0,2,0,0
"83313",83313,0,0.014476473,33,0,1753,NA,34,0,1,0,0
"82098",82098,0,0.204159099,56,0,0.238965761,9900,13,0,2,0,0
"144939",144939,0,0,35,0,0.691815516,3750,8,0,2,0,0
"138593",138593,0,0.708058388,27,0,0.227974569,1100,2,0,0,0,0
"110825",110825,0,0.922450665,67,0,0.403544649,4400,4,0,2,0,0
"127751",127751,0,0.017930307,67,0,1995,NA,8,0,2,0,0
"61607",61607,0,0.800218142,48,2,0.209237344,6083,6,1,1,1,2
"84193",84193,0,0.052897355,66,0,0.108024362,9358,8,0,1,0,0
"32791",32791,0,0.010508252,41,0,0.21514282,15333,6,0,1,0,2
"109486",109486,0,0.9999999,69,0,0,NA,2,0,0,0,0
"88147",88147,0,0.982756645,53,0,0.44047427,12397,9,0,3,0,1
"102492",102492,0,0.569821931,53,0,3.562283737,577,12,0,1,0,1
"81572",81572,0,0.033750456,47,0,5898,NA,19,0,5,0,0
"35475",35475,0,0.17924429,36,0,0.373500102,9833,8,0,2,0,2
"118733",118733,0,0.461624206,52,0,0.458654135,10000,10,0,2,0,1
"124587",124587,0,0,68,0,0,NA,4,0,0,0,0
"106651",106651,0,0.310437411,50,0,0.321744561,9606,7,0,2,0,1
"116562",116562,0,0.023698815,73,0,0.028248588,2300,4,0,1,0,0
"91747",91747,0,0.00101972,77,0,0.000333222,3000,10,0,0,0,0
"131525",131525,0,0.162508566,32,0,0.354303358,2590,9,0,0,0,0
"52052",52052,0,0.02359882,89,0,14,0,3,0,0,0,0
"48817",48817,0,0.28584895,49,0,0.469048777,12341,16,0,3,0,0
"100145",100145,0,0.001222154,65,0,816,NA,6,0,1,0,0
"148037",148037,0,0.455946975,84,2,0.65524136,3500,14,0,0,0,0
"74666",74666,0,0.117877642,55,0,0.413910559,9100,6,0,2,0,2
"19963",19963,0,0.435969933,47,1,0.361813303,7080,11,0,1,0,1
"136166",136166,0,0.691065447,60,0,0.548069528,6500,8,0,2,0,0
"27766",27766,0,0.02419879,48,0,0.190258534,7000,6,0,1,0,2
"12771",12771,0,0.348297923,60,0,0.313928977,12333,12,0,2,0,1
"85216",85216,0,0.012708113,52,0,4438,NA,10,0,3,0,3
"144689",144689,0,0.236078322,86,0,51,NA,2,0,0,0,0
"42844",42844,0,0.013757159,50,0,0.282382341,2400,8,0,1,0,0
"127128",127128,0,0,79,0,0.735632184,2000,8,0,1,0,0
"92300",92300,0,0.309538092,46,0,0.115953619,2500,2,0,0,0,0
"73854",73854,0,0.722425858,63,0,1926,NA,7,1,2,1,0
"139077",139077,0,0.038824515,75,1,2.114331723,1241,12,0,3,0,0
"96619",96619,0,0.009999882,57,0,0.224987501,18000,11,0,1,0,1
"29660",29660,0,0.036110633,45,0,0.075955491,6200,11,0,0,0,4
"108815",108815,0,0.080784221,36,0,3069,NA,11,0,2,0,0
"75660",75660,0,0.013112019,48,0,0.001674263,10750,6,0,0,0,3
"149041",149041,0,0.017898118,45,0,0.15369898,6271,9,0,1,0,0
"67230",67230,0,0.024596288,32,0,0.273968934,7467,7,0,1,0,0
"63901",63901,0,0.81253804,45,0,0.459917872,5600,9,0,1,0,1
"77662",77662,0,0.028863485,87,1,0.118355995,3235,6,0,0,0,0
"32863",32863,1,0.9999999,28,0,0.255163728,3969,5,2,0,3,0
"148730",148730,0,0.720041475,69,0,0.442518775,1730,17,0,0,0,0
"70514",70514,1,0.941887107,37,1,854,NA,4,2,0,1,0
"133015",133015,0,0.009210284,74,0,0.051688693,13619,12,0,2,0,1
"116124",116124,0,0.057760116,74,0,0.018663112,5250,5,0,0,0,0
"55041",55041,0,0.089410273,30,0,0.156710822,4000,4,0,0,0,0
"55390",55390,0,0.404145078,52,0,0.508558417,12735,14,0,6,0,0
"42903",42903,0,638,35,0,0.972864896,3500,9,0,2,0,2
"145757",145757,1,0.469417446,47,0,0.582075986,5500,17,0,2,0,4
"71561",71561,0,0.116473851,56,0,0.820917908,10000,19,0,5,0,0
"20142",20142,0,0.353411647,27,0,0.110444601,2833,3,0,0,0,0
"40995",40995,1,0.9999999,32,0,333,NA,1,2,0,0,0
"15919",15919,0,0.120492285,74,0,0.16597625,14483,18,0,1,0,1
"20431",20431,0,0,58,0,0.722731057,1200,7,0,0,0,0
"119677",119677,0,0.723479684,45,0,0.60683562,4300,5,0,2,0,3
"109409",109409,0,0.008190216,49,0,1137,NA,3,0,1,0,0
"116572",116572,0,0.028001857,49,0,0.470317068,8893,20,0,5,0,2
"123270",123270,0,0.9999999,64,0,0.200540541,3699,1,1,0,0,0
"110503",110503,0,0.014497872,64,0,1919,NA,6,0,1,0,0
"113124",113124,0,0.375278163,68,2,0.457392719,9833,14,0,2,0,0
"117822",117822,0,1.28742515,40,1,0.075517334,3720,2,3,0,0,1
"56413",56413,0,0.051058073,49,0,0.162980915,3300,7,0,0,0,0
"67688",67688,0,0.030106481,50,0,0.330037439,20833,8,0,2,0,2
"99822",99822,0,0.115453293,55,0,0.378169371,7887,3,0,1,0,0
"130165",130165,0,0,49,0,0,3083,1,0,0,0,0
"26601",26601,0,0.986463621,56,0,2443,NA,8,0,1,0,1
"35846",35846,0,0.033737455,55,0,0.264342998,9725,11,0,2,0,0
"148114",148114,0,0.014566947,37,0,855,NA,14,0,0,0,0
"6628",6628,0,0.35074577,45,1,0.461418307,3200,8,0,1,0,0
"60811",60811,0,0.018523368,65,0,0.022954092,1001,5,0,0,0,0
"125144",125144,1,0.214589891,75,0,657,NA,1,0,0,0,0
"53161",53161,0,0.028591291,47,0,0.346447543,6023,8,0,1,0,3
"65625",65625,0,0.161919166,36,0,0.380269955,6000,9,0,2,0,2
"138507",138507,0,0.03859807,55,0,0.191625892,12466,8,0,2,0,3
"35435",35435,0,0.968206359,68,1,0.217754905,6217,5,0,0,0,0
"38993",38993,0,0.89206762,57,0,0.510478754,5200,5,0,1,0,0
"145194",145194,0,0.264050901,59,0,0.441730864,6100,15,0,1,0,1
"31636",31636,0,0.236827936,26,1,0.135969784,4500,4,0,0,0,0
"68732",68732,0,0.009541269,81,0,63,NA,8,0,0,0,0
"24356",24356,0,0.288131791,68,0,0.631477927,4688,14,0,3,0,0
"67051",67051,0,0.041827985,79,0,0.006239501,8333,15,1,0,0,0
"112222",112222,0,0.061497205,62,0,94,NA,2,0,0,0,NA
"95104",95104,0,0.03421842,56,0,2292,NA,4,0,2,0,0
"65280",65280,0,0.273451636,38,0,0.385415278,7500,7,0,1,0,0
"54890",54890,0,0.9999999,43,0,0.078098472,5300,6,0,0,0,1
"126412",126412,0,0,91,0,0,NA,4,0,0,0,0
"30991",30991,0,0.195046916,33,0,0.398522382,2300,10,0,1,0,1
"61356",61356,0,0.022632439,75,0,63,NA,6,0,0,0,0
"132336",132336,0,0.035922614,86,0,1816,NA,9,0,2,0,0
"21296",21296,0,0.285490531,47,0,0.355113153,5876,8,0,1,0,0
"80843",80843,0,0,71,0,0.184508732,7500,10,0,1,0,0
"68845",68845,0,0.017796441,85,0,0.000631512,3166,1,0,0,0,1
"17138",17138,0,0.989440422,52,5,0.453127344,13333,16,0,1,0,3
"79004",79004,0,0.023919142,66,0,0.011427211,8400,7,0,0,0,0
"53178",53178,0,0.177034736,54,0,0.412137995,8666,11,0,1,0,2
"24153",24153,0,0.159531608,47,0,0.510599078,2169,5,0,2,0,0
"112277",112277,0,0.020042449,41,0,830,NA,6,0,1,0,0
"110519",110519,0,0.112183771,79,0,215,NA,13,0,0,0,0
"119566",119566,0,0.131115377,39,0,0.318159327,8083,6,0,2,0,2
"107224",107224,0,0.395063836,55,0,0.407146008,6800,14,0,1,0,1
"2998",2998,0,0.642942823,29,0,0.151979736,7500,9,0,1,0,0
"68361",68361,1,1.119565217,34,0,0.024421129,5527,2,1,0,1,1
"104733",104733,0,0.040273312,44,0,0.270497267,7500,14,0,2,0,3
"106071",106071,0,0.588223636,37,0,4540,NA,9,0,2,0,0
"45410",45410,0,0.984112876,33,0,0.344514043,4948,3,0,1,0,1
"113972",113972,0,0.229356686,39,0,0.266564989,5900,10,0,1,0,2
"26074",26074,1,0.956087824,49,2,0.38548483,3361,5,0,2,0,1
"117168",117168,0,0.035628607,54,0,43,NA,7,0,0,0,NA
"40961",40961,0,0.095000066,42,0,0.433298862,2900,9,0,0,0,2
"52461",52461,0,0,56,0,0.349235105,4967,14,0,1,0,0
"106285",106285,0,0.606207454,71,0,2149,NA,7,0,2,0,0
"84278",84278,0,0.707291846,56,1,0.642557023,6663,10,0,1,0,0
"40648",40648,0,0.251741896,29,0,0.448979592,1812,3,0,0,0,0
"47586",47586,0,0.999724214,47,1,0.486802112,6250,4,5,1,2,3
